Sample,SampleName,AT1G22630,AT1G22620,AT1G22610,Tissue,Ecotype,Genotype,Treatment,Project,TotalReads,UniqueMappedRatio,ReleaseDate
ERX1104205,SAMEA104387020,68.6,30.94,0,leaves,Col-0,--,drought,PRJEB10930,13993624,0.9091,7/4/2017
ERX1104206,SAMEA104387016,58.9,32.7,0,leaves,Col-0,--,drought,PRJEB10930,14643623,0.9115,7/4/2017
ERX1104207,SAMEA104387014,63.84,32.9,0,leaves,Col-0,--,Mock,PRJEB10930,16418051,0.9375,7/4/2017
ERX1104208,SAMEA104387011,62.66,33.23,0,leaves,Col-0,--,Mock,PRJEB10930,19095513,0.9371,7/4/2017
ERX1104209,SAMEA104387017,58.94,33.08,0,leaves,Col-0,--,Mock,PRJEB10930,22330839,0.9342,7/4/2017
ERX1104210,SAMEA104387022,59.55,33.31,0,leaves,Col-0,--,drought,PRJEB10930,21239939,0.9348,7/4/2017
ERX1104211,SAMEA104387026,66.72,33.9,0,leaves,Col-0,--,drought,PRJEB10930,21453587,0.9309,7/4/2017
ERX1104212,SAMEA104387012,75.4,40.05,0,leaves,Col-0,--,Mock,PRJEB10930,14012259,0.9231,7/4/2017
ERX1104213,SAMEA104387030,76.88,38.91,0,leaves,Col-0,--,Mock,PRJEB10930,14445977,0.9243,7/4/2017
ERX1104214,SAMEA104387028,82.56,39.1,0,leaves,Col-0,--,Mock,PRJEB10930,12550375,0.9232,7/4/2017
ERX1104215,SAMEA104387021,78.2,40.48,0,leaves,Col-0,--,drought,PRJEB10930,17437502,0.9196,7/4/2017
ERX1104216,SAMEA104387015,80.84,37.93,0,leaves,Col-0,--,drought,PRJEB10930,14161921,0.9212,7/4/2017
ERX1104217,SAMEA104387019,85.53,36.43,0,leaves,Col-0,--,drought,PRJEB10930,14195439,0.9177,7/4/2017
ERX1104307,AXR1_DMSO_R1,0.49,19.59,0,cultured  cell,Ler,wild type,--,PRJEB10934,35119014,0.8232,8/10/2017
ERX1104308,AXR1_DMSO_R2,0,21.56,0,cultured  cell,Ler,wild type,--,PRJEB10934,45784879,0.826,8/10/2017
ERX1104309,AXR1_DMSO_R3,0,21.63,0,cultured  cell,Ler,wild type,--,PRJEB10934,45615768,0.7512,8/10/2017
ERX1104310,PICOT_WT_R1,51.68,28.72,0,seedlings,Col-0,wild type,--,PRJEB10937,40156250,0.8869,8/10/2017
ERX1104311,PICOT_WT_R2,49.25,29.17,0,seedlings,Col-0,wild type,--,PRJEB10937,58253298,0.7699,8/10/2017
ERX1104312,PICOT_WT_R3,40.02,28.86,0,seedlings,Col-0,wild type,--,PRJEB10937,38077224,0.6464,8/10/2017
ERX1188872,ample_PR2L_QLJ_4h,42.31,29.52,0,leaves,--,--,--,PRJEB11643,31400421,0.8213,12/22/2015
ERX1188873,Sample_PR2L_QLJ_4h_mock,33.33,27.25,0,leaves,--,--,--,PRJEB11643,31417228,0.7235,12/22/2015
ERX1268131,Sample 10_part 1,114.03,20.56,0,leaves,Col-0,sid2,--,PRJEB12204,17715306,0.8713,12/28/2015
ERX1268132,Sample 10_part 2,113.32,20.76,0,leaves,Col-0,sid2,--,PRJEB12204,18067279,0.8709,12/28/2015
ERX1268133,Sample 10_part 3,112.66,19.94,0,leaves,Col-0,sid2,--,PRJEB12204,18101330,0.8692,12/28/2015
ERX1268134,Sample 11_part 1,85.81,32,0,leaves,Col-0,sid2,--,PRJEB12204,19990776,0.8931,12/28/2015
ERX1268135,Sample 11_part 2,81.82,33.57,0,leaves,Col-0,sid2,--,PRJEB12204,20374892,0.8925,12/28/2015
ERX1268136,Sample 11_part 3,83.79,32.42,0,leaves,Col-0,sid2,--,PRJEB12204,20418790,0.8911,12/28/2015
ERX1268137,Sample 12_part 1,120.52,12.77,0,leaves,Col-0,sid2,--,PRJEB12204,16004428,0.8902,12/28/2015
ERX1268138,Sample 12_part 2,124.86,12.2,0,leaves,Col-0,sid2,--,PRJEB12204,16295921,0.8894,12/28/2015
ERX1268139,Sample 12_part 3,116.53,13.33,0,leaves,Col-0,sid2,--,PRJEB12204,16324614,0.8881,12/28/2015
ERX1268140,Sample 13,128.24,23.51,0,leaves,Col-0,wild type,--,PRJEB12204,3889182,0.7527,12/28/2015
ERX1268141,Sample 14,177.8,26.31,0,leaves,Col-0,wild type,--,PRJEB12204,2036818,0.9151,12/28/2015
ERX1268142,Sample 15,171.29,27.36,0,leaves,Col-0,wild type,--,PRJEB12204,2204974,0.8963,12/28/2015
ERX1268143,Sample 16,153.14,21.33,0,leaves,Col-0,ald1,--,PRJEB12204,2960053,0.9185,12/28/2015
ERX1268144,Sample 17,128.7,28.23,0,leaves,Col-0,ald1,--,PRJEB12204,2510082,0.9009,12/28/2015
ERX1268145,Sample 18,154.14,29.21,0,leaves,Col-0,ald1,--,PRJEB12204,2817948,0.9064,12/28/2015
ERX1268146,Sample 19,70.03,34.9,0,leaves,Col-0,wild type,--,PRJEB12204,4922347,0.9042,12/28/2015
ERX1268147,Sample 1_part 1,113.16,28.1,0,leaves,Col-0,wild type,--,PRJEB12204,13175725,0.8856,12/28/2015
ERX1268148,Sample 1_part 2,110.95,28.62,0,leaves,Col-0,wild type,--,PRJEB12204,13443426,0.8849,12/28/2015
ERX1268149,Sample 1_part 3,107.86,29,0,leaves,Col-0,wild type,--,PRJEB12204,13469495,0.8833,12/28/2015
ERX1268150,Sample 20,91.05,22.82,0,leaves,Col-0,wild type,--,PRJEB12204,805263,0.9061,12/28/2015
ERX1268151,Sample 21,54.3,35.04,0,leaves,Col-0,wild type,--,PRJEB12204,3218017,0.8968,12/28/2015
ERX1268152,Sample 22,136.53,24.85,0,leaves,Col-0,ald1,--,PRJEB12204,3169657,0.9168,12/28/2015
ERX1268153,Sample 23,177.15,29.73,0,leaves,Col-0,ald1,--,PRJEB12204,2439906,0.8865,12/28/2015
ERX1268154,Sample 24,148.37,24.33,0,leaves,Col-0,ald1,--,PRJEB12204,1508729,0.9195,12/28/2015
ERX1268155,Sample 2_part 1,92.91,32.89,0,leaves,Col-0,wild type,--,PRJEB12204,13135193,0.8749,12/28/2015
ERX1268156,Sample 2_part 2,92.02,32.66,0,leaves,Col-0,wild type,--,PRJEB12204,13382876,0.8741,12/28/2015
ERX1268157,Sample 2_part 3,93.96,30.58,0,leaves,Col-0,wild type,--,PRJEB12204,13420454,0.8727,12/28/2015
ERX1268158,Sample 3_part 1,133.68,14.04,0,leaves,Col-0,wild type,--,PRJEB12204,19795598,0.8917,12/28/2015
ERX1268159,Sample 3_part 2,135.37,13.55,0,leaves,Col-0,wild type,--,PRJEB12204,20150617,0.8908,12/28/2015
ERX1268160,Sample 3_part 3,127.48,13.78,0,leaves,Col-0,wild type,--,PRJEB12204,20214085,0.8897,12/28/2015
ERX1268161,Sample 4_part 1,109.35,28.22,0,leaves,Col-0,sid2,--,PRJEB12204,14476734,0.8795,12/28/2015
ERX1268162,Sample 4_part 2,116.06,30.12,0,leaves,Col-0,sid2,--,PRJEB12204,14769869,0.8791,12/28/2015
ERX1268163,Sample 4_part 3,110.02,30.26,0,leaves,Col-0,sid2,--,PRJEB12204,14777914,0.8775,12/28/2015
ERX1268164,Sample 5_part 1,94.29,31.26,0,leaves,Col-0,sid2,--,PRJEB12204,21815636,0.882,12/28/2015
ERX1268165,Sample 5_part 2,96.28,31.34,0,leaves,Col-0,sid2,--,PRJEB12204,22219358,0.8813,12/28/2015
ERX1268166,Sample 5_part 3,90.64,32.76,0,leaves,Col-0,sid2,--,PRJEB12204,22247616,0.8798,12/28/2015
ERX1268167,Sample 6_part 1,154.99,16.81,0,leaves,Col-0,sid2,--,PRJEB12204,13789005,0.8895,12/28/2015
ERX1268168,Sample 6_part 2,148.36,17.67,0,leaves,Col-0,sid2,--,PRJEB12204,14051337,0.8885,12/28/2015
ERX1268169,Sample 6_part 3,153.8,15.88,0,leaves,Col-0,sid2,--,PRJEB12204,14083045,0.8869,12/28/2015
ERX1268170,Sample 7_part 1,29.34,27.02,0,leaves,Col-0,wild type,--,PRJEB12204,14145346,0.8489,12/28/2015
ERX1268171,Sample 7_part 2,33.1,26.66,0,leaves,Col-0,wild type,--,PRJEB12204,14415760,0.8479,12/28/2015
ERX1268172,Sample 7_part 3,34.73,26.36,0,leaves,Col-0,wild type,--,PRJEB12204,14441656,0.8471,12/28/2015
ERX1268173,Sample 8_part 1,42.82,32.17,0,leaves,Col-0,wild type,--,PRJEB12204,12057476,0.8902,12/28/2015
ERX1268174,Sample 8_part 2,42.49,34.17,0,leaves,Col-0,wild type,--,PRJEB12204,12278488,0.8894,12/28/2015
ERX1268175,Sample 8_part 3,44.63,35.24,0,leaves,Col-0,wild type,--,PRJEB12204,12298724,0.8879,12/28/2015
ERX1268176,Sample 9_part 1,55.06,15.54,0,leaves,Col-0,wild type,--,PRJEB12204,14762757,0.8985,12/28/2015
ERX1268177,Sample 9_part 2,54.72,14.76,0,leaves,Col-0,wild type,--,PRJEB12204,15028362,0.899,12/28/2015
ERX1268178,Sample 9_part 3,58.56,15.97,0,leaves,Col-0,wild type,--,PRJEB12204,15052039,0.8976,12/28/2015
ERX1366475,E-MTAB-4508:Col-0_T2,31.43,27.63,0,leaves,Col-0,--,--,PRJEB12877,18678371,0.9025,12/15/2017
ERX1366476,E-MTAB-4508:Col-0_T3,28.56,26.33,0,leaves,Col-0,--,--,PRJEB12877,22913979,0.5916,12/15/2017
ERX1366477,E-MTAB-4508:Col-0_T4,30.85,25.35,0,leaves,Col-0,--,--,PRJEB12877,15118726,0.9135,12/15/2017
ERX1366478,E-MTAB-4508:Col-0_wt,31.33,22.57,0,leaves,Col-0,--,--,PRJEB12877,17421012,0.8922,12/15/2017
ERX1366479,E-MTAB-4508:Ey152_T1,39.42,22.72,0,leaves,Ey152,--,--,PRJEB12877,13682531,0.8305,12/15/2017
ERX1366480,E-MTAB-4508:Ey152_T2,45.94,21.81,0,leaves,Ey152,--,--,PRJEB12877,15983825,0.8486,12/15/2017
ERX1366481,E-MTAB-4508:Ey152_T3,37.35,21.61,0,leaves,Ey152,--,--,PRJEB12877,11278803,0.8241,12/15/2017
ERX1366482,E-MTAB-4508:Ey152_T4,31.16,18.67,0,leaves,Ey152,--,--,PRJEB12877,10826690,0.8371,12/15/2017
ERX1366483,E-MTAB-4508:Ey152_T5,49.66,21.18,0,leaves,Ey152,--,--,PRJEB12877,14805128,0.8094,12/15/2017
ERX1366484,E-MTAB-4508:Ey152_wt,39.74,23.69,0,leaves,Ey152,--,--,PRJEB12877,16623203,0.7826,12/15/2017
ERX1366486,E-MTAB-4508:ICE138_T2,14.64,22.07,0,leaves,ICE138,--,--,PRJEB12877,19337918,0.8407,12/15/2017
ERX1366487,E-MTAB-4508:ICE138_T3,18.72,22.58,0,leaves,ICE138,--,--,PRJEB12877,17962102,0.8343,12/15/2017
ERX1366488,E-MTAB-4508:ICE138_wt,17.01,25.03,0,leaves,ICE138,--,--,PRJEB12877,17979681,0.8367,12/15/2017
ERX1366489,E-MTAB-4508:ICE153_T1,37.36,29.46,0,leaves,ICE153,--,--,PRJEB12877,22759772,0.8602,12/15/2017
ERX1366490,E-MTAB-4508:ICE153_T2,32.53,28.19,0,leaves,ICE153,--,--,PRJEB12877,14694884,0.8459,12/15/2017
ERX1366491,E-MTAB-4508:ICE153_T3,40.16,24.97,0,leaves,ICE153,--,--,PRJEB12877,16577712,0.8546,12/15/2017
ERX1366493,E-MTAB-4508:ICE153_T5,38.21,27.38,0,leaves,ICE153,--,--,PRJEB12877,21187279,0.8488,12/15/2017
ERX1366494,E-MTAB-4508:ICE153_wt,43.9,27.24,0,leaves,ICE153,--,--,PRJEB12877,16973538,0.8509,12/15/2017
ERX1366495,E-MTAB-4508:ICE75_T1,36.56,26.54,0,leaves,ICE75,--,--,PRJEB12877,16643808,0.852,12/15/2017
ERX1366496,E-MTAB-4508:ICE75_T2,33.94,23.23,0,leaves,ICE75,--,--,PRJEB12877,12270596,0.8516,12/15/2017
ERX1366497,E-MTAB-4508:ICE75_T3,36.6,29.05,0,leaves,ICE75,--,--,PRJEB12877,17898873,0.8575,12/15/2017
ERX1366498,E-MTAB-4508:ICE75_T4,34.01,28.81,0,leaves,ICE75,--,--,PRJEB12877,19936799,0.8553,12/15/2017
ERX1366499,E-MTAB-4508:ICE75_wt,36.19,27.68,0,leaves,ICE75,--,--,PRJEB12877,12997591,0.856,12/15/2017
ERX1366500,E-MTAB-4508:ICE97_T1,23.84,21.72,0,leaves,ICE97,--,--,PRJEB12877,24368083,0.2955,12/15/2017
ERX1366501,E-MTAB-4508:ICE97_T2,19.51,25.29,0,leaves,ICE97,--,--,PRJEB12877,14954153,0.8518,12/15/2017
ERX1366503,E-MTAB-4508:ICE97_T4,17.78,24.9,0,leaves,ICE97,--,--,PRJEB12877,15632795,0.8719,12/15/2017
ERX1366504,E-MTAB-4508:ICE97_wt,22.21,21.55,0,leaves,ICE97,--,--,PRJEB12877,18080199,0.8388,12/15/2017
ERX1366505,E-MTAB-4508:Ler_T1,22.61,23.31,0,leaves,Ler,--,--,PRJEB12877,19320770,0.8494,12/15/2017
ERX1366506,E-MTAB-4508:Ler_T2,22.51,22.72,0,leaves,Ler,--,--,PRJEB12877,21302194,0.8428,12/15/2017
ERX1366507,E-MTAB-4508:Ler_T3,21.57,23.88,0,leaves,Ler,--,--,PRJEB12877,20844474,0.8486,12/15/2017
ERX1366508,E-MTAB-4508:Ler_T4,20.97,24.23,0,leaves,Ler,--,--,PRJEB12877,20640078,0.8566,12/15/2017
ERX1366509,E-MTAB-4508:Ler_T5,21.66,25.53,0,leaves,Ler,--,--,PRJEB12877,17782493,0.8603,12/15/2017
ERX1366510,E-MTAB-4508:Ler_wt,19.87,26.2,0,leaves,Ler,--,--,PRJEB12877,19844229,0.8505,12/15/2017
ERX1366511,E-MTAB-4508:Sha_T1,22.63,25.01,0,leaves,Sha,--,--,PRJEB12877,24818685,0.5383,12/15/2017
ERX1366513,E-MTAB-4508:Sha_T3,42.24,17.93,0,leaves,Sha,--,--,PRJEB12877,11020847,0.8138,12/15/2017
ERX1366514,E-MTAB-4508:Sha_T4,29.61,28.16,0,leaves,Sha,--,--,PRJEB12877,19759901,0.8346,12/15/2017
ERX1366516,E-MTAB-4508:Sha_wt,27.32,25.84,0,leaves,Sha,--,--,PRJEB12877,17175668,0.8469,12/15/2017
ERX1366517,E-MTAB-4508:walhasB4_T1,30.79,29.76,0,leaves,walhasB4,--,--,PRJEB12877,26918512,0.8255,12/15/2017
ERX1366518,E-MTAB-4508:walhasB4_T2,26.1,23.89,0,leaves,walhasB4,--,--,PRJEB12877,16200446,0.8544,12/15/2017
ERX1366519,E-MTAB-4508:walhasB4_T3,29.99,25.57,0,leaves,walhasB4,--,--,PRJEB12877,23857214,0.8528,12/15/2017
ERX1366521,E-MTAB-4508:walhasB4_T5,45.67,21.66,0,leaves,walhasB4,--,--,PRJEB12877,12176535,0.8051,12/15/2017
ERX1366522,E-MTAB-4508:walhasB4_wt,36.95,24.58,0,leaves,walhasB4,--,--,PRJEB12877,17071435,0.8708,12/15/2017
ERX1366523,E-MTAB-4508:Yeg1_T1,41.4,28.29,0,leaves,Yeg1,--,--,PRJEB12877,20893281,0.8529,12/15/2017
ERX1366524,E-MTAB-4508:Yeg1_T2,43.9,25.81,0,leaves,Yeg1,--,--,PRJEB12877,21742757,0.8499,12/15/2017
ERX1366525,E-MTAB-4508:Yeg1_wt,38.49,28.67,0,leaves,Yeg1,--,--,PRJEB12877,23026484,0.8632,12/15/2017
ERX1409523,Sample 25,23.27,29.36,0,seedlings,Col-0,Col-0 WT pX6-3xHA-AGO1,--,PRJEB13163,20867735,0.907,9/28/2016
ERX1409524,Sample 26,27.41,31.67,0,seedlings,Col-0,Col-0 WT pX6-3xHA-AGO1,--,PRJEB13163,21124981,0.9036,9/28/2016
ERX1409525,Sample 27,46.64,29.66,0,seedlings,Col-0,ago1-3 pX6-3xHA-AGO1,--,PRJEB13163,22587946,0.9033,9/28/2016
ERX1409526,Sample 28,46.44,29.25,0,seedlings,Col-0,ago1-3 pX6-3xHA-AGO1,--,PRJEB13163,23885374,0.9083,9/28/2016
ERX1409527,Sample 29,38.28,32.33,0,seedlings,Col-0,ago1-3 FLAG-AGO1WT pX6-3xHA-AGO1,--,PRJEB13163,20838064,0.8853,9/28/2016
ERX1409529,Sample 30,33.01,32.46,0,seedlings,Col-0,ago1-3 FLAG-AGO1WT pX6-3xHA-AGO1,--,PRJEB13163,22949448,0.8978,9/28/2016
ERX1409530,Sample 31,55.4,26.9,0,seedlings,Col-0,ago1-3 FLAG-AGO1H988F pX6-3xHA-AGO1,--,PRJEB13163,24606169,0.9034,9/28/2016
ERX1409531,Sample 32,56.26,29.35,0,seedlings,Col-0,ago1-3 FLAG-AGO1H988F pX6-3xHA-AGO1,--,PRJEB13163,27640730,0.8923,9/28/2016
ERX1409532,Sample 33,53.91,29.24,0,seedlings,Col-0,ago1-3 FLAG-AGO1E803A pX6-3xHA-AGO1,--,PRJEB13163,24724056,0.8808,9/28/2016
ERX1409533,Sample 34,57.03,28.32,0,seedlings,Col-0,ago1-3 FLAG-AGO1E803A pX6-3xHA-AGO1,--,PRJEB13163,25104165,0.8997,9/28/2016
ERX1409534,Sample 35,64.04,25.59,0,seedlings,Col-0,ago1-3 FLAG-AGO1D762A pX6-3xHA-AGO1,--,PRJEB13163,21418570,0.9031,9/28/2016
ERX1409535,Sample 36,55.91,27.77,0,seedlings,Col-0,ago1-3 FLAG-AGO1D762A pX6-3xHA-AGO1,--,PRJEB13163,24335348,0.8914,9/28/2016
ERX1409536,Sample 37,27.38,24.73,0,seedlings,Col-0,ago1-3 FLAG-AGO1WT,--,PRJEB13163,12298133,0.8764,9/28/2016
ERX1409537,Sample 38,23.56,20.85,0,seedlings,Col-0,ago1-3 FLAG-AGO1WT,--,PRJEB13163,14807971,0.8542,9/28/2016
ERX1409538,Sample 39,50.45,25.1,0,seedlings,Col-0,ago1-3 FLAG-AGO1WT,--,PRJEB13163,13081283,0.8618,9/28/2016
ERX1409540,Sample 40,44.71,26.48,0,seedlings,Col-0,ago1-3 FLAG-AGO1WT,--,PRJEB13163,14387693,0.8398,9/28/2016
ERX1409541,Sample 41,14.22,23.69,0,seedlings,Col-0,ago1-3,--,PRJEB13163,13700825,0.852,9/28/2016
ERX1409542,Sample 42,33.98,24.05,0,seedlings,Col-0,ago1-3,--,PRJEB13163,12189446,0.8961,9/28/2016
ERX1409543,Sample 43,33.32,26.91,0,seedlings,Col-0,ago1-3 FLAG-AGO1D762A,--,PRJEB13163,12811922,0.8905,9/28/2016
ERX1409544,Sample 44,30.57,30.74,0,seedlings,Col-0,ago1-3 FLAG-AGO1D762A,--,PRJEB13163,11958584,0.8759,9/28/2016
ERX1409545,Sample 45,53.13,23.33,0,seedlings,Col-0,ago1-3 FLAG-AGO1E803A,--,PRJEB13163,12614087,0.8912,9/28/2016
ERX1409546,Sample 46,26.65,27.89,0,seedlings,Col-0,ago1-3 FLAG-AGO1E803A,--,PRJEB13163,11535742,0.876,9/28/2016
ERX1409547,Sample 47,23.34,32.45,0,seedlings,Col-0,ago1-3 FLAG-AGO1H988F,--,PRJEB13163,17344607,0.876,9/28/2016
ERX1409548,Sample 48,44.98,22.73,0,seedlings,Col-0,ago1-3 FLAG-AGO1H988F,--,PRJEB13163,12553312,0.87,9/28/2016
ERX1413466,PHB1,0,0,65.29,inflorescence,Col-0,--,--,PRJEB13223,11350952,0.0137,6/30/2016
ERX1477495,Sample 1,81.06,24.81,0,rosette leaf,Col-0,--,--,PRJEB13938,28299127,0.8589,6/6/2016
ERX1477496,Sample 10,73.03,23.77,0,rosette leaf,Col-0,--,--,PRJEB13938,30510407,0.8619,6/6/2016
ERX1477497,Sample 11,73.88,24.36,0,rosette leaf,Col-0,--,--,PRJEB13938,30853344,0.848,6/6/2016
ERX1477498,Sample 12,83.14,24.13,0,rosette leaf,Col-0,--,--,PRJEB13938,33069744,0.8619,6/6/2016
ERX1477499,Sample 13,80.26,22.77,0,rosette leaf,Col-0,--,--,PRJEB13938,25658246,0.8655,6/6/2016
ERX1477500,Sample 14,72.02,24.08,0,rosette leaf,Col-0,--,--,PRJEB13938,33431640,0.8566,6/6/2016
ERX1477501,Sample 15,75.04,22.29,0,rosette leaf,Col-0,--,--,PRJEB13938,30344148,0.8554,6/6/2016
ERX1477503,Sample 16,81.79,24.25,0,rosette leaf,Col-0,--,--,PRJEB13938,28374485,0.8632,6/6/2016
ERX1477504,Sample 17,72.57,24.55,0,rosette leaf,Col-0,--,--,PRJEB13938,30406360,0.8682,6/6/2016
ERX1477505,Sample 18,76.93,26.2,0,rosette leaf,Col-0,--,--,PRJEB13938,30410278,0.8519,6/6/2016
ERX1477506,Sample 19,74.65,25.16,0,rosette leaf,Col-0,--,--,PRJEB13938,31742379,0.8651,6/6/2016
ERX1477507,Sample 2,80.05,23.88,0,rosette leaf,Col-0,--,--,PRJEB13938,29998706,0.8509,6/6/2016
ERX1477508,Sample 20,71.83,27.89,0,rosette leaf,Col-0,--,--,PRJEB13938,44847997,0.8576,6/6/2016
ERX1477509,Sample 21,72.54,25.26,0,rosette leaf,Col-0,--,--,PRJEB13938,32527667,0.8638,6/6/2016
ERX1477510,Sample 22,79.54,22.8,0,rosette leaf,Col-0,--,--,PRJEB13938,20802749,0.86,6/6/2016
ERX1477511,Sample 23,78.31,24.84,0,rosette leaf,Col-0,--,--,PRJEB13938,31698717,0.8627,6/6/2016
ERX1477512,Sample 24,86.54,24.39,0,rosette leaf,Col-0,--,--,PRJEB13938,25716621,0.8532,6/6/2016
ERX1477513,Sample 25,81.13,25.78,0,rosette leaf,Col-0,--,--,PRJEB13938,32565144,0.8521,6/6/2016
ERX1477514,Sample 26,79.92,23.53,0,rosette leaf,Col-0,--,--,PRJEB13938,26514539,0.8569,6/6/2016
ERX1477515,Sample 27,74.22,23.27,0,rosette leaf,Col-0,--,--,PRJEB13938,28753790,0.8539,6/6/2016
ERX1477516,Sample 28,70.4,25.52,0,rosette leaf,Col-0,--,--,PRJEB13938,38183581,0.8578,6/6/2016
ERX1477517,Sample 29,69.56,25.34,0,rosette leaf,Col-0,--,--,PRJEB13938,38863210,0.8531,6/6/2016
ERX1477518,Sample 3,78.63,24.46,0,rosette leaf,Col-0,--,--,PRJEB13938,32378082,0.8584,6/6/2016
ERX1477519,Sample 30,71.71,24.37,0,rosette leaf,Col-0,--,--,PRJEB13938,36489143,0.8536,6/6/2016
ERX1477520,Sample 31,79.27,23.87,0,rosette leaf,Col-0,--,--,PRJEB13938,30591764,0.8587,6/6/2016
ERX1477521,Sample 32,77.78,24.51,0,rosette leaf,Col-0,--,--,PRJEB13938,29284032,0.8637,6/6/2016
ERX1477522,Sample 33,79.2,25.5,0,rosette leaf,Col-0,--,--,PRJEB13938,32142270,0.8677,6/6/2016
ERX1477523,Sample 34,71.22,23.35,0,rosette leaf,Col-0,--,--,PRJEB13938,40893545,0.8483,6/6/2016
ERX1477524,Sample 35,79.53,25.95,0,rosette leaf,Col-0,--,--,PRJEB13938,29253705,0.8714,6/6/2016
ERX1477526,Sample 36,77.91,25.51,0,rosette leaf,Col-0,--,--,PRJEB13938,37740444,0.8571,6/6/2016
ERX1477527,Sample 37,78.97,24.65,0,rosette leaf,Col-0,--,--,PRJEB13938,34585373,0.8549,6/6/2016
ERX1477528,Sample 38,77.42,25.42,0,rosette leaf,Col-0,--,--,PRJEB13938,36664302,0.8685,6/6/2016
ERX1477529,Sample 39,69.76,26.91,0,rosette leaf,Col-0,--,--,PRJEB13938,54320155,0.8524,6/6/2016
ERX1477530,Sample 4,74.67,26.82,0,rosette leaf,Col-0,--,--,PRJEB13938,39750569,0.8553,6/6/2016
ERX1477531,Sample 40,91.08,24.1,0,rosette leaf,Col-0,--,--,PRJEB13938,27741300,0.8623,6/6/2016
ERX1477532,Sample 41,80.78,22.1,0,rosette leaf,Col-0,--,--,PRJEB13938,29458011,0.8676,6/6/2016
ERX1477533,Sample 42,63.01,27.85,0,rosette leaf,Col-0,--,--,PRJEB13938,60852457,0.8346,6/6/2016
ERX1477534,Sample 43,75.18,25.74,0,rosette leaf,Col-0,--,--,PRJEB13938,35753981,0.827,6/6/2016
ERX1477535,Sample 44,72.68,26.58,0,rosette leaf,Col-0,--,--,PRJEB13938,41702210,0.8588,6/6/2016
ERX1477536,Sample 45,62.91,27.06,0,rosette leaf,Col-0,--,--,PRJEB13938,59992266,0.8587,6/6/2016
ERX1477537,Sample 46,70.95,24.92,0,rosette leaf,Col-0,--,--,PRJEB13938,35424300,0.8572,6/6/2016
ERX1477538,Sample 47,76.33,25.41,0,rosette leaf,Col-0,--,--,PRJEB13938,35019668,0.8661,6/6/2016
ERX1477540,Sample 48,73.5,24.85,0,rosette leaf,Col-0,--,--,PRJEB13938,37327831,0.8288,6/6/2016
ERX1477541,Sample 5,71.66,25.87,0,rosette leaf,Col-0,--,--,PRJEB13938,49299161,0.857,6/6/2016
ERX1477542,Sample 6,81,24.31,0,rosette leaf,Col-0,--,--,PRJEB13938,32685706,0.8448,6/6/2016
ERX1477543,Sample 7,84.81,27.04,0,rosette leaf,Col-0,--,--,PRJEB13938,32969766,0.8496,6/6/2016
ERX1477544,Sample 8,79.79,27.04,0,rosette leaf,Col-0,--,--,PRJEB13938,41272236,0.8562,6/6/2016
ERX1477545,Sample 9,75.17,25.14,0,rosette leaf,Col-0,--,--,PRJEB13938,39805627,0.8715,6/6/2016
ERX1488695,BAY_R_AD,0,30.62,0,root,Bay-0,Bay-0,--,PRJEB14092,32849794,0.8725,5/25/2016
ERX1488696,BAY_R_AL,0,29.03,0,root,Bay-0,Bay-0,--,PRJEB14092,37178848,0.8727,5/25/2016
ERX1488697,BAY_R_SD,0,30.39,0,root,Bay-0,Bay-0,--,PRJEB14092,35695474,0.8717,5/25/2016
ERX1488698,BAY_S_AD,32.93,36.71,0,shoot,Bay-0,Bay-0,--,PRJEB14092,33508476,0.8582,5/25/2016
ERX1488699,BAY_S_AL,47.49,36.03,0,shoot,Bay-0,Bay-0,--,PRJEB14092,37096563,0.8689,5/25/2016
ERX1488700,BAY_S_SD,20.68,35.27,0,shoot,Bay-0,Bay-0,--,PRJEB14092,34008582,0.8516,5/25/2016
ERX1488701,C24_R_AD,1.02,29.61,0,root,C24,C24,--,PRJEB14092,30382720,0.8658,5/25/2016
ERX1488702,C24_R_AL,0,29.06,0,root,C24,C24,--,PRJEB14092,37296595,0.8722,5/25/2016
ERX1488703,C24_R_SD,0,30.19,0,root,C24,C24,--,PRJEB14092,37651294,0.8661,5/25/2016
ERX1488704,C24_S_AD,66.61,38.54,0,shoot,C24,C24,--,PRJEB14092,33297611,0.8571,5/25/2016
ERX1488705,C24_S_AL,68.24,36.41,0,shoot,C24,C24,--,PRJEB14092,36384824,0.8643,5/25/2016
ERX1488706,C24_S_SD,45.18,39.99,0,shoot,C24,C24,--,PRJEB14092,34586914,0.8542,5/25/2016
ERX1488707,COL_R_AD,0,31.2,0,root,Col(gl),Col(gl),complete darkness,PRJEB14092,42921704,0.9063,5/25/2016
ERX1488708,COL_R_AL,0,26.43,0,root,Col(gl),Col(gl),Mock,PRJEB14092,38884713,0.9213,5/25/2016
ERX1488709,COL_R_SD,0,31.79,0,root,Col(gl),Col(gl),complete darkness and complete submergence,PRJEB14092,40543049,0.9047,5/25/2016
ERX1488710,COL_S_AD,59.89,38.02,0,shoot,Col(gl),Col(gl),complete darkness,PRJEB14092,29262982,0.9052,5/25/2016
ERX1488711,COL_S_AL,67.63,34.27,0,shoot,Col(gl),Col(gl),Mock,PRJEB14092,27320214,0.9042,5/25/2016
