Sample,Project,SampleName,PMID,Genotype,Ecotype,Tissue,TotalReads,UniqueMappedRate,ReleaseDate
DRX084613,PRJDB5719,SAMD00078897,/,/,/,aerial seedling,5627102,83.90%,2018/7/17
DRX084614,PRJDB5719,SAMD00078906,/,/,/,aerial seedling,5113936,82.30%,2018/7/17
DRX084615,PRJDB5719,SAMD00078895,/,/,/,aerial seedling,7077453,81.80%,2018/7/17
DRX084616,PRJDB5719,SAMD00078907,/,/,/,aerial seedling,5855901,82.60%,2018/7/17
DRX084617,PRJDB5719,SAMD00078896,/,/,/,aerial seedling,5506357,83.40%,2018/7/17
DRX084618,PRJDB5719,SAMD00078908,/,/,/,aerial seedling,3399332,82.50%,2018/7/17
DRX084619,PRJDB5719,SAMD00078909,/,/,/,aerial seedling,9678830,35.20%,2018/7/17
DRX084620,PRJDB5719,SAMD00078911,/,/,/,aerial seedling,10979675,85.80%,2018/7/17
DRX084621,PRJDB5719,SAMD00078912,/,/,/,aerial seedling,7937659,86.10%,2018/7/17
DRX084622,PRJDB5719,SAMD00078913,/,/,/,aerial seedling,7217482,86.10%,2018/7/17
DRX084623,PRJDB5719,SAMD00078914,/,/,/,aerial seedling,10657016,85.60%,2018/7/17
DRX084624,PRJDB5719,SAMD00078915,/,/,/,aerial seedling,9426499,84.50%,2018/7/17
DRX084625,PRJDB5719,SAMD00078916,/,/,/,aerial seedling,9295149,85.20%,2018/7/17
DRX084626,PRJDB5719,SAMD00078917,/,/,/,aerial seedling,4204707,82.40%,2018/7/17
DRX084627,PRJDB5719,SAMD00078918,/,/,/,aerial seedling,5444092,83.80%,2018/7/17
DRX084628,PRJDB5719,SAMD00078919,/,/,/,aerial seedling,4683325,84.80%,2018/7/17
DRX084629,PRJDB5719,SAMD00078920,/,/,/,aerial seedling,6906395,84.20%,2018/7/17
DRX084630,PRJDB5719,SAMD00078910,/,/,/,aerial seedling,13901296,86.30%,2018/7/17
DRX086510,PRJDB5797,Col-0_root_0dpi-control,28747918,/,Col-0,root,71358745,60.60%,2017/9/1
DRX086511,PRJDB5797,Col-0_root_3dpi,28747918,/,Col-0,root,76222568,58.30%,2017/9/1
DRX086512,PRJDB5797,Col-0_root_5dpi,28747918,/,Col-0,root,73476243,58.70%,2017/9/1
DRX086513,PRJDB5797,Col-0_root_7dpi,28747918,/,Col-0,root,74829443,59.30%,2017/9/1
DRX088878,PRJDB5858,dag7-zt1-1,/,/,Col-0,shoot,12184423,75.20%,2018/5/29
DRX088879,PRJDB5858,dag7-zt1-2,/,/,Col-0,shoot,8601102,74.90%,2018/5/29
DRX088880,PRJDB5858,dag7-zt1-3,/,/,Col-0,shoot,6958283,74.80%,2018/5/29
DRX088881,PRJDB5858,dag7-zt1-4,/,/,Col-0,shoot,8259769,75.30%,2018/5/29
DRX088882,PRJDB5858,dag7-zt1-5,/,/,Col-0,shoot,5974599,72.50%,2018/5/29
DRX088883,PRJDB5858,dag7-zt1-6,/,/,Col-0,shoot,10601592,75.30%,2018/5/29
DRX088884,PRJDB5858,dag7-zt1-8,/,/,Col-0,shoot,8515131,76.80%,2018/5/29
DRX088885,PRJDB5858,dag7-zt1-9,/,/,Col-0,shoot,8085504,76.00%,2018/5/29
DRX088886,PRJDB5858,dag7-zt1-10,/,/,Col-0,shoot,4939708,76.10%,2018/5/29
DRX088887,PRJDB5858,dag7-zt1-11,/,/,Col-0,shoot,3671312,73.70%,2018/5/29
DRX088888,PRJDB5858,dag7-zt1-12,/,/,Col-0,shoot,6533965,75.90%,2018/5/29
DRX088889,PRJDB5858,dag7-zt1-13,/,/,Col-0,shoot,10187183,76.10%,2018/5/29
DRX088890,PRJDB5858,dag7-zt1-14,/,/,Col-0,shoot,11190081,75.70%,2018/5/29
DRX088891,PRJDB5858,dag7-zt1-15,/,/,Col-0,shoot,4076769,72.60%,2018/5/29
DRX088892,PRJDB5858,dag7-zt1-16,/,/,Col-0,shoot,3115085,68.20%,2018/5/29
DRX088893,PRJDB5858,dag7-zt1-17,/,/,Col-0,shoot,7434950,74.10%,2018/5/29
DRX088894,PRJDB5858,dag7-zt1-18,/,/,Col-0,shoot,7328485,75.30%,2018/5/29
DRX088895,PRJDB5858,dag7-zt1-19,/,/,Col-0,shoot,12326957,76.70%,2018/5/29
DRX088896,PRJDB5858,dag7-zt1-20,/,/,Col-0,shoot,22979831,75.60%,2018/5/29
DRX088897,PRJDB5858,dag7-zt1-21,/,/,Col-0,shoot,3536576,66.90%,2018/5/29
DRX088898,PRJDB5858,dag7-zt1-23,/,/,Col-0,shoot,9984824,73.40%,2018/5/29
DRX088899,PRJDB5858,dag7-zt13-1,/,/,Col-0,shoot,17355666,75.40%,2018/5/29
DRX088900,PRJDB5858,dag7-zt13-2,/,/,Col-0,shoot,25169432,78.00%,2018/5/29
DRX088901,PRJDB5858,dag7-zt13-3,/,/,Col-0,shoot,7187185,73.40%,2018/5/29
DRX088902,PRJDB5858,dag7-zt13-4,/,/,Col-0,shoot,12304485,74.30%,2018/5/29
DRX088903,PRJDB5858,dag7-zt13-5,/,/,Col-0,shoot,9338276,35.40%,2018/5/29
DRX088904,PRJDB5858,dag7-zt13-6,/,/,Col-0,shoot,12645653,77.50%,2018/5/29
DRX088905,PRJDB5858,dag7-zt13-7,/,/,Col-0,shoot,9151893,76.80%,2018/5/29
DRX088906,PRJDB5858,dag7-zt13-8,/,/,Col-0,shoot,4943317,76.70%,2018/5/29
DRX088907,PRJDB5858,dag7-zt13-9,/,/,Col-0,shoot,3275353,73.40%,2018/5/29
DRX088908,PRJDB5858,dag7-zt13-10,/,/,Col-0,shoot,5316412,74.80%,2018/5/29
DRX088909,PRJDB5858,dag7-zt13-11,/,/,Col-0,shoot,5732889,36.40%,2018/5/29
DRX088910,PRJDB5858,dag7-zt13-12,/,/,Col-0,shoot,5314271,74.20%,2018/5/29
DRX088911,PRJDB5858,dag7-zt13-13,/,/,Col-0,shoot,8995386,74.00%,2018/5/29
DRX088912,PRJDB5858,dag7-zt13-14,/,/,Col-0,shoot,16271570,74.60%,2018/5/29
DRX088913,PRJDB5858,dag7-zt13-15,/,/,Col-0,shoot,8764422,78.10%,2018/5/29
DRX088914,PRJDB5858,dag7-zt13-16,/,/,Col-0,shoot,23313028,77.80%,2018/5/29
DRX088915,PRJDB5858,dag7-zt13-17,/,/,Col-0,shoot,12304723,74.60%,2018/5/29
DRX088916,PRJDB5858,dag7-zt13-18,/,/,Col-0,shoot,6869001,73.20%,2018/5/29
DRX088917,PRJDB5858,dag7-zt13-19,/,/,Col-0,shoot,6764249,72.00%,2018/5/29
DRX088918,PRJDB5858,dag7-zt13-20,/,/,Col-0,shoot,8025658,73.60%,2018/5/29
DRX088919,PRJDB5858,dag7-zt13-21,/,/,Col-0,shoot,8227666,77.40%,2018/5/29
DRX088920,PRJDB5858,dag7-zt13-22,/,/,Col-0,shoot,3365980,76.60%,2018/5/29
DRX088921,PRJDB5858,dag7-zt13-23,/,/,Col-0,shoot,6559827,73.30%,2018/5/29
DRX088922,PRJDB5858,dag7-zt13-24,/,/,Col-0,shoot,4964377,74.10%,2018/5/29
DRX088923,PRJDB5858,dag7-zt13-25,/,/,Col-0,shoot,19629617,79.70%,2018/5/29
DRX088924,PRJDB5858,dag7-zt7-1,/,/,Col-0,shoot,5400783,71.30%,2018/5/29
DRX088925,PRJDB5858,dag7-zt7-2,/,/,Col-0,shoot,8096926,75.10%,2018/5/29
DRX088926,PRJDB5858,dag7-zt7-3,/,/,Col-0,shoot,5259912,62.00%,2018/5/29
DRX088927,PRJDB5858,dag7-zt7-4,/,/,Col-0,shoot,7086590,79.20%,2018/5/29
DRX088928,PRJDB5858,dag7-zt7-5,/,/,Col-0,shoot,4065386,61.80%,2018/5/29
DRX088929,PRJDB5858,dag7-zt7-6,/,/,Col-0,shoot,12285640,74.80%,2018/5/29
DRX088930,PRJDB5858,dag7-zt7-8,/,/,Col-0,shoot,4866783,73.20%,2018/5/29
DRX088931,PRJDB5858,dag7-zt7-9,/,/,Col-0,shoot,4819866,75.20%,2018/5/29
DRX088932,PRJDB5858,dag7-zt7-11,/,/,Col-0,shoot,2731549,68.80%,2018/5/29
DRX088933,PRJDB5858,dag7-zt7-12,/,/,Col-0,shoot,13119905,75.90%,2018/5/29
DRX088934,PRJDB5858,dag7-zt7-13,/,/,Col-0,shoot,6977002,75.50%,2018/5/29
DRX088935,PRJDB5858,dag7-zt7-14,/,/,Col-0,shoot,7927180,77.70%,2018/5/29
DRX088936,PRJDB5858,dag7-zt7-15,/,/,Col-0,shoot,4217697,70.60%,2018/5/29
DRX088937,PRJDB5858,dag7-zt7-16,/,/,Col-0,shoot,9525293,76.50%,2018/5/29
DRX088938,PRJDB5858,dag7-zt7-17,/,/,Col-0,shoot,7453621,76.60%,2018/5/29
DRX088939,PRJDB5858,dag7-zt7-18,/,/,Col-0,shoot,6957952,77.10%,2018/5/29
DRX088940,PRJDB5858,dag7-zt7-19,/,/,Col-0,shoot,6803486,75.10%,2018/5/29
DRX088941,PRJDB5858,dag7-zt7-20,/,/,Col-0,shoot,6352086,75.20%,2018/5/29
DRX088942,PRJDB5858,dag7-zt7-22,/,/,Col-0,shoot,9460370,77.90%,2018/5/29
DRX088943,PRJDB5858,dag7-zt7-23,/,/,Col-0,shoot,10446824,77.90%,2018/5/29
DRX088944,PRJDB5858,dag7-zt7-24,/,/,Col-0,shoot,7508259,76.10%,2018/5/29
DRX088945,PRJDB5858,dag7-zt19-1,/,/,Col-0,shoot,7042356,72.30%,2018/5/29
DRX088946,PRJDB5858,dag7-zt19-2,/,/,Col-0,shoot,8551747,76.40%,2018/5/29
DRX088947,PRJDB5858,dag7-zt19-3,/,/,Col-0,shoot,5941726,76.60%,2018/5/29
DRX088948,PRJDB5858,dag7-zt19-4,/,/,Col-0,shoot,8079234,69.50%,2018/5/29
DRX088949,PRJDB5858,dag7-zt19-5,/,/,Col-0,shoot,6722201,71.60%,2018/5/29
DRX088950,PRJDB5858,dag7-zt19-6,/,/,Col-0,shoot,6613333,64.80%,2018/5/29
DRX088951,PRJDB5858,dag7-zt19-7,/,/,Col-0,shoot,6184196,40.00%,2018/5/29
DRX088952,PRJDB5858,dag7-zt19-8,/,/,Col-0,shoot,8367327,60.30%,2018/5/29
DRX088953,PRJDB5858,dag7-zt19-9,/,/,Col-0,shoot,5195908,75.10%,2018/5/29
DRX088954,PRJDB5858,dag7-zt19-10,/,/,Col-0,shoot,7891171,71.50%,2018/5/29
DRX088955,PRJDB5858,dag7-zt19-11,/,/,Col-0,shoot,7581959,76.10%,2018/5/29
DRX088956,PRJDB5858,dag7-zt19-12,/,/,Col-0,shoot,6853822,74.10%,2018/5/29
DRX088957,PRJDB5858,dag7-zt19-13,/,/,Col-0,shoot,7581709,70.30%,2018/5/29
DRX088958,PRJDB5858,dag7-zt19-14,/,/,Col-0,shoot,7295876,75.10%,2018/5/29
DRX088959,PRJDB5858,dag7-zt19-15,/,/,Col-0,shoot,41276999,18.20%,2018/5/29
DRX088960,PRJDB5858,dag7-zt19-16,/,/,Col-0,shoot,6568688,46.20%,2018/5/29
DRX088961,PRJDB5858,dag7-zt19-17,/,/,Col-0,shoot,6869988,55.00%,2018/5/29
DRX088962,PRJDB5858,dag7-zt19-18,/,/,Col-0,shoot,7688110,26.00%,2018/5/29
DRX088963,PRJDB5858,dag7-zt19-19,/,/,Col-0,shoot,8781388,75.60%,2018/5/29
DRX088964,PRJDB5858,dag7-zt19-20,/,/,Col-0,shoot,6354678,74.10%,2018/5/29
DRX088965,PRJDB5858,dag7-zt19-21,/,/,Col-0,shoot,6683917,71.80%,2018/5/29
DRX088966,PRJDB5858,dag7-zt19-22,/,/,Col-0,shoot,5878992,76.30%,2018/5/29
DRX088967,PRJDB5858,dag7-zt19-23,/,/,Col-0,shoot,6275076,77.10%,2018/5/29
DRX088968,PRJDB5858,dag7-zt19-24,/,/,Col-0,shoot,6111842,74.70%,2018/5/29
DRX088969,PRJDB5858,dag22-zt1-1,/,/,Col-0,shoot,8619539,75.20%,2018/5/29
DRX088970,PRJDB5858,dag22-zt1-3,/,/,Col-0,shoot,106824,11.60%,2018/5/29
DRX088971,PRJDB5858,dag22-zt1-4,/,/,Col-0,shoot,1983511,68.80%,2018/5/29
DRX088972,PRJDB5858,dag22-zt1-5,/,/,Col-0,shoot,10516592,72.60%,2018/5/29
DRX088973,PRJDB5858,dag22-zt1-6,/,/,Col-0,shoot,11335310,79.00%,2018/5/29
DRX088974,PRJDB5858,dag22-zt1-7,/,/,Col-0,shoot,7494680,71.00%,2018/5/29
DRX088975,PRJDB5858,dag22-zt1-8,/,/,Col-0,shoot,6743793,73.80%,2018/5/29
DRX088976,PRJDB5858,dag22-zt1-9,/,/,Col-0,shoot,10585651,74.50%,2018/5/29
DRX088977,PRJDB5858,dag22-zt1-10,/,/,Col-0,shoot,12341350,77.20%,2018/5/29
DRX088978,PRJDB5858,dag22-zt1-11,/,/,Col-0,shoot,7275562,77.40%,2018/5/29
DRX088979,PRJDB5858,dag22-zt1-12,/,/,Col-0,shoot,13352950,74.60%,2018/5/29
DRX088980,PRJDB5858,dag22-zt1-13,/,/,Col-0,shoot,10849414,75.70%,2018/5/29
DRX088981,PRJDB5858,dag22-zt1-14,/,/,Col-0,shoot,7941771,74.40%,2018/5/29
DRX088982,PRJDB5858,dag22-zt1-15,/,/,Col-0,shoot,13315746,76.50%,2018/5/29
DRX088983,PRJDB5858,dag22-zt1-16,/,/,Col-0,shoot,8424290,73.30%,2018/5/29
DRX088984,PRJDB5858,dag22-zt1-17,/,/,Col-0,shoot,8527915,63.90%,2018/5/29
DRX088985,PRJDB5858,dag22-zt1-18,/,/,Col-0,shoot,9143275,74.50%,2018/5/29
DRX088986,PRJDB5858,dag22-zt1-19,/,/,Col-0,shoot,5392934,76.80%,2018/5/29
DRX088987,PRJDB5858,dag22-zt1-20,/,/,Col-0,shoot,6362877,77.20%,2018/5/29
DRX088988,PRJDB5858,dag22-zt1-21,/,/,Col-0,shoot,11090321,76.20%,2018/5/29
DRX088989,PRJDB5858,dag22-zt1-22,/,/,Col-0,shoot,8330333,75.90%,2018/5/29
DRX088990,PRJDB5858,dag22-zt1-23,/,/,Col-0,shoot,16479173,75.30%,2018/5/29
DRX088991,PRJDB5858,dag22-zt1-24,/,/,Col-0,shoot,14727421,73.90%,2018/5/29
DRX088992,PRJDB5858,dag22-zt13-1,/,/,Col-0,shoot,6560784,76.30%,2018/5/29
DRX088993,PRJDB5858,dag22-zt13-2,/,/,Col-0,shoot,6628151,67.30%,2018/5/29
DRX088994,PRJDB5858,dag22-zt13-3,/,/,Col-0,shoot,14495638,71.30%,2018/5/29
DRX088995,PRJDB5858,dag22-zt13-4,/,/,Col-0,shoot,9042521,61.90%,2018/5/29
DRX088996,PRJDB5858,dag22-zt13-5,/,/,Col-0,shoot,8427373,72.70%,2018/5/29
DRX088997,PRJDB5858,dag22-zt13-6,/,/,Col-0,shoot,9987036,76.40%,2018/5/29
DRX088998,PRJDB5858,dag22-zt13-7,/,/,Col-0,shoot,7938250,67.90%,2018/5/29
DRX088999,PRJDB5858,dag22-zt13-8,/,/,Col-0,shoot,8024198,59.30%,2018/5/29
DRX089000,PRJDB5858,dag22-zt13-9,/,/,Col-0,shoot,6038328,69.30%,2018/5/29
DRX089001,PRJDB5858,dag22-zt13-10,/,/,Col-0,shoot,5320968,76.20%,2018/5/29
DRX089002,PRJDB5858,dag22-zt13-11,/,/,Col-0,shoot,12442430,77.80%,2018/5/29
DRX089003,PRJDB5858,dag22-zt13-12,/,/,Col-0,shoot,6973897,76.80%,2018/5/29
DRX089004,PRJDB5858,dag22-zt13-13,/,/,Col-0,shoot,8073291,78.60%,2018/5/29
DRX089005,PRJDB5858,dag22-zt13-14,/,/,Col-0,shoot,14823162,71.20%,2018/5/29
DRX089006,PRJDB5858,dag22-zt13-15,/,/,Col-0,shoot,2236640,66.90%,2018/5/29
DRX089007,PRJDB5858,dag22-zt13-16,/,/,Col-0,shoot,10442156,76.80%,2018/5/29
DRX089008,PRJDB5858,dag22-zt13-17,/,/,Col-0,shoot,8059341,77.10%,2018/5/29
DRX089009,PRJDB5858,dag22-zt13-18,/,/,Col-0,shoot,10293592,77.30%,2018/5/29
DRX089010,PRJDB5858,dag22-zt13-19,/,/,Col-0,shoot,11024481,66.20%,2018/5/29
DRX089011,PRJDB5858,dag22-zt13-20,/,/,Col-0,shoot,6398983,77.90%,2018/5/29
DRX089012,PRJDB5858,dag22-zt13-21,/,/,Col-0,shoot,9017064,77.40%,2018/5/29
DRX089013,PRJDB5858,dag22-zt13-22,/,/,Col-0,shoot,8376224,73.80%,2018/5/29
DRX089014,PRJDB5858,dag22-zt13-23,/,/,Col-0,shoot,14025480,76.30%,2018/5/29
DRX089015,PRJDB5858,dag22-zt13-24,/,/,Col-0,shoot,7835521,78.90%,2018/5/29
DRX089016,PRJDB5858,dag22-zt7-1,/,/,Col-0,shoot,5262370,78.80%,2018/5/29
DRX089017,PRJDB5858,dag22-zt7-2,/,/,Col-0,shoot,6709306,77.00%,2018/5/29
DRX089018,PRJDB5858,dag22-zt7-3,/,/,Col-0,shoot,6791205,77.40%,2018/5/29
DRX089019,PRJDB5858,dag22-zt7-4,/,/,Col-0,shoot,7357981,78.50%,2018/5/29
DRX089020,PRJDB5858,dag22-zt7-5,/,/,Col-0,shoot,13072350,77.90%,2018/5/29
DRX089021,PRJDB5858,dag22-zt7-6,/,/,Col-0,shoot,9814947,78.70%,2018/5/29
DRX089022,PRJDB5858,dag22-zt7-7,/,/,Col-0,shoot,6360457,78.30%,2018/5/29
DRX089023,PRJDB5858,dag22-zt7-8,/,/,Col-0,shoot,11758189,75.90%,2018/5/29
DRX089024,PRJDB5858,dag22-zt7-9,/,/,Col-0,shoot,6193434,74.30%,2018/5/29
DRX089025,PRJDB5858,dag22-zt7-10,/,/,Col-0,shoot,11096378,74.10%,2018/5/29
DRX089026,PRJDB5858,dag22-zt7-11,/,/,Col-0,shoot,5943750,77.30%,2018/5/29
DRX089027,PRJDB5858,dag22-zt7-12,/,/,Col-0,shoot,5176996,75.60%,2018/5/29
DRX089028,PRJDB5858,dag22-zt7-13,/,/,Col-0,shoot,6748336,78.80%,2018/5/29
DRX089029,PRJDB5858,dag22-zt7-14,/,/,Col-0,shoot,5629599,78.40%,2018/5/29
DRX089030,PRJDB5858,dag22-zt7-15,/,/,Col-0,shoot,6184093,79.70%,2018/5/29
DRX089031,PRJDB5858,dag22-zt7-16,/,/,Col-0,shoot,6092390,76.50%,2018/5/29
DRX089032,PRJDB5858,dag22-zt7-17,/,/,Col-0,shoot,5526760,78.00%,2018/5/29
DRX089033,PRJDB5858,dag22-zt7-18,/,/,Col-0,shoot,10980892,75.00%,2018/5/29
DRX089034,PRJDB5858,dag22-zt7-19,/,/,Col-0,shoot,9198534,76.70%,2018/5/29
DRX089035,PRJDB5858,dag22-zt7-20,/,/,Col-0,shoot,8497588,77.90%,2018/5/29
DRX089036,PRJDB5858,dag22-zt7-21,/,/,Col-0,shoot,6840080,74.80%,2018/5/29
DRX089037,PRJDB5858,dag22-zt7-22,/,/,Col-0,shoot,11757769,74.20%,2018/5/29
DRX089038,PRJDB5858,dag22-zt7-23,/,/,Col-0,shoot,5585426,73.90%,2018/5/29
DRX089039,PRJDB5858,dag22-zt7-24,/,/,Col-0,shoot,8818116,76.30%,2018/5/29
DRX089040,PRJDB5858,dag22-zt19-1,/,/,Col-0,shoot,5181484,77.50%,2018/5/29
DRX089041,PRJDB5858,dag22-zt19-2,/,/,Col-0,shoot,6303830,77.80%,2018/5/29
DRX089042,PRJDB5858,dag22-zt19-3,/,/,Col-0,shoot,7429597,79.70%,2018/5/29
DRX089043,PRJDB5858,dag22-zt19-4,/,/,Col-0,shoot,10464066,78.20%,2018/5/29
DRX089044,PRJDB5858,dag22-zt19-5,/,/,Col-0,shoot,15383371,61.50%,2018/5/29
DRX089045,PRJDB5858,dag22-zt19-6,/,/,Col-0,shoot,7262332,79.00%,2018/5/29
DRX089046,PRJDB5858,dag22-zt19-7,/,/,Col-0,shoot,6449150,75.40%,2018/5/29
DRX089047,PRJDB5858,dag22-zt19-8,/,/,Col-0,shoot,6943331,77.60%,2018/5/29
DRX089048,PRJDB5858,dag22-zt19-9,/,/,Col-0,shoot,5441219,75.20%,2018/5/29
DRX089049,PRJDB5858,dag22-zt19-10,/,/,Col-0,shoot,5206965,77.90%,2018/5/29
DRX089050,PRJDB5858,dag22-zt19-11,/,/,Col-0,shoot,1587215,80.30%,2018/5/29
DRX089051,PRJDB5858,dag22-zt19-12,/,/,Col-0,shoot,6511402,77.30%,2018/5/29
DRX089052,PRJDB5858,dag22-zt19-13,/,/,Col-0,shoot,7804605,77.60%,2018/5/29
DRX089053,PRJDB5858,dag22-zt19-14,/,/,Col-0,shoot,612666,59.90%,2018/5/29
DRX089054,PRJDB5858,dag22-zt19-15,/,/,Col-0,shoot,10132919,78.40%,2018/5/29
DRX089055,PRJDB5858,dag22-zt19-16,/,/,Col-0,shoot,6027336,76.60%,2018/5/29
DRX089056,PRJDB5858,dag22-zt19-17,/,/,Col-0,shoot,5975791,55.10%,2018/5/29
DRX089057,PRJDB5858,dag22-zt19-18,/,/,Col-0,shoot,8963352,77.70%,2018/5/29
DRX089058,PRJDB5858,dag22-zt19-19,/,/,Col-0,shoot,9814504,77.10%,2018/5/29
DRX089059,PRJDB5858,dag22-zt19-20,/,/,Col-0,shoot,7134582,78.60%,2018/5/29
DRX089060,PRJDB5858,dag22-zt19-21,/,/,Col-0,shoot,6128146,41.40%,2018/5/29
DRX089061,PRJDB5858,dag22-zt19-22,/,/,Col-0,shoot,5512537,78.90%,2018/5/29
DRX089062,PRJDB5858,dag22-zt19-23,/,/,Col-0,shoot,7688533,77.50%,2018/5/29
DRX089063,PRJDB5858,dag22-zt19-24,/,/,Col-0,shoot,7573807,74.70%,2018/5/29
DRX089064,PRJDB5858,dag22-zt19-25,/,/,Col-0,shoot,17149227,53.90%,2018/5/29
DRX089065,PRJDB5858,dag22-zt19-26,/,/,Col-0,shoot,5503967,69.30%,2018/5/29
DRX089066,PRJDB5858,dag22-zt19-27,/,/,Col-0,shoot,21857491,18.50%,2018/5/29
DRX092371,PRJDB5913,DRS057416,/,/,T87,cultured  cell,27147925,89.20%,2018/1/11
DRX092372,PRJDB5913,DRS057417,/,/,T87,cultured  cell,27361314,88.90%,2018/1/11
DRX092373,PRJDB5913,DRS057418,/,/,T87,cultured  cell,9624584,75.50%,2018/1/11
DRX092374,PRJDB5913,DRS057419,/,/,T87,cultured  cell,9874852,74.40%,2018/1/11
DRX092375,PRJDB5913,DRS057420,/,/,T87,cultured  cell,60296701,78.40%,2018/1/11
DRX092376,PRJDB5913,DRS057421,/,/,T87,cultured  cell,78622559,78.20%,2018/1/11
DRX092377,PRJDB5913,DRS057422,/,/,T87,cultured  cell,49371705,58.90%,2018/1/11
DRX092378,PRJDB5913,DRS057423,/,/,T87,cultured  cell,30333564,57.80%,2018/1/11
DRX092558,PRJDB6099,WT_1,/,wild type,/,rosette leaf,39959857,97.10%,2018/8/2
DRX092559,PRJDB6099,WT_2,/,wild type,/,rosette leaf,40307741,96.90%,2018/8/2
DRX092560,PRJDB6099,VANC6_TG_1,/,/,/,rosette leaf,46209237,97.40%,2018/8/2
DRX092561,PRJDB6099,VANC6_TG_2,/,/,/,rosette leaf,47060829,97.30%,2018/8/2
DRX092562,PRJDB6099,deltaAB_TG_1,/,/,/,rosette leaf,48215063,97.40%,2018/8/2
DRX092563,PRJDB6099,deltaAB_TG_2,/,/,/,rosette leaf,43601096,97.40%,2018/8/2
DRX092687,PRJDB6107,DRS057408,/,/,T87,cultured  cell,39921462,73.70%,2018/1/11
DRX092688,PRJDB6107,DRS057409,/,/,T87,cultured  cell,37695030,73.60%,2018/1/11
DRX092689,PRJDB6107,DRS057410,/,/,T87,cultured  cell,40181486,78.20%,2018/1/11
DRX092690,PRJDB6107,DRS057411,/,/,T87,cultured  cell,38758426,72.80%,2018/1/11
DRX092691,PRJDB6107,DRS057412,/,/,T87,cultured  cell,33632265,68.10%,2018/1/11
DRX092692,PRJDB6107,DRS057413,/,/,T87,cultured  cell,39660283,65.80%,2018/1/11
DRX092693,PRJDB6107,DRS057414,/,/,T87,cultured  cell,45644542,71.60%,2018/1/11
DRX092694,PRJDB6107,DRS057415,/,/,T87,cultured  cell,44481526,71.90%,2018/1/11
DRX099517,PRJDB6370,DRS050613,/,wild type,Col-0,root,3249209,94.50%,2017/9/28
DRX099518,PRJDB6370,DRS050614,/,wild type,Col-0,root,3990947,94.90%,2017/9/28
DRX099519,PRJDB6370,DRS050615,/,wild type,Col-0,root,3785596,94.90%,2017/9/28
DRX099520,PRJDB6370,DRS050616,/,/,Col-0,root,3019484,94.70%,2017/9/28
DRX099521,PRJDB6370,DRS050617,/,/,Col-0,root,3590038,95.20%,2017/9/28
DRX099522,PRJDB6370,DRS050618,/,/,Col-0,root,4085254,94.70%,2017/9/28
DRX099523,PRJDB6370,DRS050619,/,/,Col-0,root,3382899,95.30%,2017/9/28
DRX099524,PRJDB6370,DRS050620,/,/,Col-0,root,3832505,94.80%,2017/9/28
DRX099525,PRJDB6370,DRS050621,/,/,Col-0,root,3718709,94.80%,2017/9/28
DRX111360,PRJDB6530,DRS057279,29218596,ag-1 sup-1 clv3-2 triple mutant,Ler,flower bud,9404763,65.90%,2018/1/9
DRX111361,PRJDB6530,DRS057280,29218596,ag-1 sup-1 clv3-2 triple mutant,Ler,flower bud,7008129,70.10%,2018/1/9
DRX111362,PRJDB6530,DRS057281,29218596,ag-1 sup-1 clv3-2 triple mutant,Ler,flower bud,12252968,76.90%,2018/1/9
DRX111363,PRJDB6530,DRS057282,29218596,ag-1 sup-1 clv3-2 triple mutant,Ler,flower bud,6806409,68.70%,2018/1/9
DRX111364,PRJDB6530,DRS057283,29218596,sup-1 clv3-2 double mutant,Ler,flower bud,4970885,62.00%,2018/1/9
DRX111365,PRJDB6530,DRS057284,29218596,sup-1 clv3-2 double mutant,Ler,flower bud,9962703,69.30%,2018/1/9
DRX111366,PRJDB6530,DRS057285,29218596,sup-1 clv3-2 double mutant,Ler,flower bud,8367641,65.60%,2018/1/9
DRX111367,PRJDB6530,DRS057286,29218596,sup-1 clv3-2 double mutant,Ler,flower bud,8368341,66.60%,2018/1/9
DRX111920,PRJDB6573,SAMD00106862,/,/,Col-0,shoot apex,17105033,89.70%,2018/5/8
DRX111921,PRJDB6573,SAMD00106863,/,/,Col-0,shoot apex,17725820,90.00%,2018/5/8
DRX111922,PRJDB6573,SAMD00106864,/,/,Col-0,shoot apex,16744506,90.00%,2018/5/8
DRX111923,PRJDB6573,SAMD00106865,/,/,Col-0,shoot apex,12451679,89.70%,2018/5/8
DRX111924,PRJDB6573,SAMD00106866,/,/,Col-0,shoot apex,16573613,89.00%,2018/5/8
DRX111925,PRJDB6573,SAMD00106867,/,/,Col-0,shoot apex,16651667,90.40%,2018/5/8
DRX111926,PRJDB6573,SAMD00106868,/,/,Col-0,shoot apex,12759555,90.50%,2018/5/8
DRX111927,PRJDB6573,SAMD00106869,/,/,Col-0,shoot apex,15206818,90.50%,2018/5/8
DRX111928,PRJDB6573,SAMD00106870,/,/,Col-0,shoot apex,15701673,90.30%,2018/5/8
DRX111929,PRJDB6573,SAMD00106871,/,/,Col-0,shoot apex,15515959,90.20%,2018/5/8
DRX111930,PRJDB6573,SAMD00106872,/,/,Col-0,shoot apex,12761093,89.20%,2018/5/8
DRX111931,PRJDB6573,SAMD00106873,/,/,Col-0,shoot apex,11757305,89.50%,2018/5/8
DRX111932,PRJDB6573,SAMD00106874,/,/,Col-0,shoot apex,10960512,89.80%,2018/5/8
